"Permit_Number","Owner_Name","Operating_Name","Street","City","State","Prem_Zip","Prem_County","Industry_Type","New_Permit_Flag"
"MI-W-21156","SOUL SQUEEZE CELLARS, LLC",,"1829 CARROLL RD","TRAVERSE CITY","MI",49686,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21157","HOMES BREWERY LLC",,"2321 JACKSON AVE","ANN ARBOR","MI",48103,"WASHTENAW","Wine Producer",0
"MI-W-21158","TENACITY BREWING, LLC","Tenacity Brewing","119 N GRAND TRAVERSE ST","FLINT","MI",48503,"GENSEEE","Wine Producer",0
"MI-W-21159","STEINHAUER & COMPANY, INC.",,"3685 CENTRAL ST","DEXTER","MI",48130,"WASHTENAW","Wine Producer",0
"MI-W-21160","ELK BREWING, LLC",,"400 DODGE ST., NW","COMSTOCK PARK","MI",49321,,"Wine Producer",0
"MI-W-21161","ACME VENTURE GROUP LLC",,"3727 DURSUM AVE NE","ADA","MI",49301,"KENT","Wine Producer",0
"MI-W-21162","THE WINERY AT YOUNG FARMS LLC",,"8396 70TH AVE","MECOSTA","MI",49332,"MECOSTA","Wine Producer",0
"MI-W-21163","BEER ME BRO, LLC","City Built Brewing Company","820 MONROE AVE NW STE 155","GRAND RAPIDS","MI",49503,"KENT","Wine Producer",0
"MI-W-21164","SWEETWATER BREW, LLC","Kitzingen Brewery","1760 44TH STREET, SW, STE. 8A & 8B","WYOMING","MI",49519,"KENT","Wine Producer",0
"MI-W-21165","SCHAEFER CIDER COMPANY, LLC",,"1051 HARDING ST","CONKLIN","MI",49403,"OTTAWA","Wine Producer",0
"MI-W-21166","VANDER MILL, LLC","Oliver Ciderworks","505 BALL AVE NE","GRAND RAPIDS","MI",49503,"KENT","Wine Producer",0
"MI-W-21167","PERE MARQUETTE WINERY, INC.",,"1914 S LAKESHORE DR","LUDINGTON","MI",49431,"MASON","Wine Producer",0
"MI-W-21168","GONZO'S BIGGDOGG BREWING COMPANY, LLC","Gonzo's Biggdogg Brewing .LLC","140 S WESTNEDGE AVE","KALAMAZOO","MI",49007,"KALAMAZOO","Wine Producer",0
"MI-W-21169","GREENBUSH BREWING CO.",,"5870 SAWYER RD","SAWYER","MI",49125,"BERRIEN","Wine Producer",0
"MI-W-21170","VISTA RIDGE VINEYARDS, LLC",,"10035 VISTA RIDGE DR","ALDEN","MI",49612,"ANTRIM","Wine Producer",0
"MI-W-21171","18TH AMENDMENT, LLC","18th Amendment Spirits Co.","350 W WESTERN AVE","MUSKEGON","MI",49443,,"Wine Producer",0
"MI-W-21172","SISTER LAKES BREWING COMPANY, LLC",,"92500 CR 690","DOWAGIAC","MI",49047,"VAN BUREN","Wine Producer",0
"MI-W-21173","BIERE DE MAC BREW WORKS, LLC","Biere De Mac Brew Works","14277 N MACKINAW HWY","MACKINAW CITY","MI",49701,,"Wine Producer",0
"MI-W-21174","THE ARCHDUKE'S DAUGHTER, LLC","The Archduke's Daughter","2538 S CLEVELAND AVE UNIT 20","ST. JOSEPH","MI",49085,"BERRIES","Wine Producer",0
"MI-W-21175","5 LAKES BREWING COMPANY, LLC","5 Lakes Winery","1638 142ND AVE","DORR","MI",49323,,"Wine Producer",0
"MI-W-21176","THE MITTEN BREWING COMPANY, LLC",,"112 W NAGONABA ST","NORTHPORT","MI",49670,"LEELANAU","Wine Producer",0
"MI-W-21177","BLUE SKY BREWING LLC",,"6262 28TH ST SE","GRAND RAPIDS","MI",49546,"KENT","Wine Producer",0
"MI-W-21178","MOONRISE LLC",,"7785 HILL RD","WATERVLIET","MI",49098,"BERRIEN","Wine Producer",0
"MI-W-21179","WATERMARK BREWING COMPANY, LLC",,"5781 SAINT. JOSEPH AVE","STEVENSVILLE","MI",49127,,"Wine Producer",0
"MI-W-21180","DIMES BREWHOUSE LLC","Dimes Brewhouse","145 N BRIDGE ST","DIMONDALE","MI",48821,"EATON","Wine Producer",0
"MI-W-21183","DETROIT VINEYARDS, LLC",,"1000 MAPLE ST","DETROIT","MI",48207,"WAYNE","Wine Producer",0
"MI-W-21184","BIG HART BREWING, INC.",,"4086 POLK RD","HART","MI",49420,"OCEANA","Wine Producer",0
"MI-W-21185","TKT WINES, LLC","Unwined Winery","47653 VAN DYKE AVE","SHELBY TOWNSHIP","MI",48317,,"Wine Producer",0
"MI-W-21187","LONE MOUNTAIN ENTERPRISES, INC.","Tennerra Winery","44443 PHOENIX DR STE A","STERLING HEIGHTS","MI",48314,"MACOMB","Wine Producer",0
"MI-W-21188","CURRANT MIST, LLC",,"2724 N LEWIS RD","COLEMAN","MI",48618,"MIDLAND","Wine Producer",0
"MI-W-21189","MICHIGAN BEER CELLAR, LLC","Cellar Brewing Company","133 E DIVISION ST NW","SPARTA","MI",49345,"KENT","Wine Producer",0
"MI-W-21190","FLINT CITY HARD CIDER CO. LLC",,"610 MARTIN LUTHER KING AVE","FLINT","MI",48502,,"Wine Producer",0
"MI-W-21191","734 BREWING COMPANY INC.","734 Brewing Company, Inc.","15 E CROSS ST STE B","YPSILANTI","MI",48198,"WASHTENAW","Wine Producer",0
"MI-W-21192","GOLDEN AGE BREWING, LLC","Creston Brewery","1504 PLAINFIELD AVE., NE","GRAND RAPIDS","MI",49505,"KENT","Wine Producer",0
"MI-W-21193","GITCHE GUMEE CIDERWORKS, INC.",,"350 N LINCOLN DR","HANCOCK","MI",49930,"HOUGHTON","Wine Producer",0
"MI-W-21194","RED TOP WINERY, LLC",,"482 E SNOW RD","BARODA","MI",49101,"BERRIEN","Wine Producer",0
"MI-W-21195","CHARLEVOIX MOON VINEYARD, LLC",,"4334 US-31","CHARLEVOIX","MI",49720,"CHARLEVOIX","Wine Producer",0
"MI-W-21196","BLUM PRODUCTION LLC","Bløm","100 S FOURTH AVE STE 110","ANN ARBOR","MI",48104,"WASHTENAW","Wine Producer",0
"MI-W-21197","THUNDER BAY WINERY L.L.C.",,"215 WATER ST","ALPENA","MI",49707,"ALPENA","Wine Producer",0
"MI-W-21198","OWL WINERIES LLC",,"28087 GRATIOT AVE","ROSEVILLE","MI",48066,"MACOMB","Wine Producer",0
"MI-W-21199","LOOKING GLASS BREWING COMPANY, INC.",,"115 N BRIDGE ST","DEWITT","MI",48820,"CLINTON","Wine Producer",0
"MI-W-21200","THREE BLONDES BREWING LLC",,"1875 PHOENIX STE B","SOUTH HAVEN","MI",49090,,"Wine Producer",0
"MI-W-21202","JAMES JOY, LLC",,"412 N MCEWAN ST","CLARE","MI",48617,"CLARE","Wine Producer",0
"MI-W-21203","PADDLE HARD DISTRIBUTING LLC",,"118 E MICHIGAN AVE","GRAYLING","MI",49738,,"Wine Producer",0
"MI-W-21204","DOWNEY BREWING COMPANY, LLC",,"13121 PROSPECT","DEARBORN","MI",48126,"WAYNE","Wine Producer",0
"MI-W-21205","BATCH BREWING COMPANY L.L.C.",,"1400 PORTER ST","DETROIT","MI",48216,,"Wine Producer",0
"MI-W-21206","FOURTH COAST CIDERWORKS LLC",,"140 ENGLEWOOD DR STE D","ORION","MI",48359,,"Wine Producer",0
"MI-W-21208","RED TAIL BREWING COMPANY LLC","Reed City Brewing Company","141 W UPTON AVE","REED CITY","MI",49677,"OSCEOLA","Wine Producer",0
"MI-W-21209","GRIMS BEE, LLC","Grimsby Hollow Meadery","5904 BUTTRICK AVE SE","ALTO","MI",49302,"KENT","Wine Producer",0
"MI-W-21210","CARRIAGE HOUSE CIDERS, LLC",,"920 N SHORE DR","BENTON HARBOR","MI",49022,"BERRIEN","Wine Producer",0
"MI-W-21211","FARMINGTON UNDERGROUND CANNING AND KEGGING LLC",,"33200 W NINE MILE RD STE B & C","FARMINGTON","MI",48336,"OAKLAND","Wine Producer",0
"MI-W-21212","FALLING DOWN BEER COMPANY, LLC",,"14 N WASHINGTON STE A & C","OXFORD","MI",48371,,"Wine Producer",0
"MI-W-21213","BIER'S INWOOD BREWERY LLC",,"17959 FERRY RD","CHARLEVOIX","MI",49720,,"Wine Producer",0
"MI-W-21214","UNION ESTATES, LLC","Union Wine Cellars","400 W MAIN ST","LOWELL","MI",49331,"KENT","Wine Producer",0
"MI-W-21215","GREAT FRIENDS BREWING COMPANY LLC",,"3756 PLAZA DR","ANN ARBOR","MI",48108,"WASHTENAW","Wine Producer",0
"MI-W-21216","AURORA CELLARS (2015), LLC","Aurora Cellars","7788 E HORN RD","LAKE LEELANAU","MI",49653,"LEELANAU","Wine Producer",0
"MI-W-21217","ORIGINAL GRAVITY BREWING COMPANY, L.L.C.",,"440 COUNTY ST","MILAN","MI",48160,"MONROE","Wine Producer",0
"MI-W-21218","BIG LAKE BREWING LLC",,"13 W 7TH ST","HOLLAND","MI",49423,"OTTAWA","Wine Producer",0
"MI-W-21219","AMORITAS HOLDINGS, LLC","Amoritas Vineyards","5882 AMORE RD","LAKE LEELANAU","MI",49653,,"Wine Producer",0
"MI-W-21220","DRAFTING TABLE BREWING COMPANY, LLC",,"49438 PONTIAC TRAIL","WIXOM","MI",48393,"OAKLAND","Wine Producer",0
"MI-W-21221","NECTAR RIDGE MEADERY LLC",,"9070 S PHEASANT RIDGE LN","SALINE","MI",48176,"WASHTENAW","Wine Producer",0
"MI-W-21222","ABERRANT BREWING COMPANY, INC.","Aberrant Ales","219 W GRAND RIVER AVE","HOWELL","MI",48843,"LIVINGSTON","Wine Producer",0
"MI-W-21223","IRON FISH DISTILLERY, LLC",,"14234 DZUIBANEK RD","THOMPSONVILLE","MI",49683,"MANISTEE","Wine Producer",0
"MI-W-21224","WESTERS FAMILY VINEYARD AND WINERY LLC","Westers Family Vineyard and Winery/Lost Half Brewing","10473 CHURCHILL RD","RIVES JUNCTION","MI",49277,"JACKSON","Wine Producer",0
"MI-W-21225","JAYDA GALE DISTILLING, INC.",,"152 S MAIN ST","WAYLAND","MI",49348,,"Wine Producer",0
"MI-W-21226","FILLMORE 13 BREWERY LLC",,"7 N SAGINAW ST UNIT D","PONTIAC","MI",48342,"OAKLAND","Wine Producer",0
"MI-W-21228","BREWERY 4 TWO 4, LLC",,"321 DOUGLAS AVE STE 120","HOLLAND","MI",49424,"HOLLAND","Wine Producer",0
"MI-W-21229","ROOSTER RIDGE VINEYARDS, LLC","Rooster Ridge Vineyards","6300 PIKE RD","NEW ERA","MI",49446,"OCEANA","Wine Producer",0
"MI-W-21230","DEHOP'S BREWING COMPANY AND CAFE' INC.",,"363 NW CUMMINGS","WALKER","MI",49534,,"Wine Producer",0
"MI-W-21231","PAINTING AND PINOT L.L.C.","Recolte Meads","42862 MOUND RD","STERLING HEIGHTS","MI",48314,,"Wine Producer",0
"MI-W-21232","SHINY APPLE LLC",,"2588 PINCKNEY RD","HOWELL","MI",48843,"LIVINGSTON","Wine Producer",0
"MI-W-21233","STONEY RIDGE WINERY, LLC",,"2255 INDIAN LAKES RD NW","KENT CITY","MI",49330,,"Wine Producer",0
"MI-W-21234","ROCK PAPER SCISSORS WINE COMPANY, LLC","Hickory Creek Winery","750 BROWNTOWN RD","BUCHANAN","MI",49107,"BERRIEN","Wine Producer",0
"MI-W-21235","SAGE CREEK WINERY & COFFEE BISTRO, INC.",,"51925 GRATIOT AVE","CHESTERFIELD","MI",48051,"MACOMB","Wine Producer",0
"MI-W-21236","THREE SPEED ALES, LLC","Stormcloud Brewing Company","366 PARKVIEW LN","FRANKFORT","MI",49635,,"Wine Producer",0
"MI-W-21238","DANDO BREWING COMPANY, LLC",,"118 S MAIN ST","VICKSBURG","MI",49097,"KALAMAZOO","Wine Producer",0
"MI-W-21239","TAMAZ LLC","Two Guys Brewing","2356 PORTER","WYOMING","MI",49519,,"Wine Producer",0
"MI-W-21240","TAMAZ LLC","Two Guys Brewing","2385 PORTER ST","WYOMING","MI",49519,,"Wine Producer",0
"MI-W-21242","COTTON BREWING COMPANY, LLC",,"626 OAK ST","ADRIAN","MI",49221,"LENAWEE","Wine Producer",0
"MI-W-21243","COTTON BREWING COMPANY, LLC",,"101 & 103 E MAUMEE ST","ADRIAN","MI",49221,"LENAWEE","Wine Producer",0
"MI-W-21244","GRAMPA BOOS KITCHEN, LLC",,"9 N ELM ST","THREE OAKS","MI",49128,,"Wine Producer",0
"MI-W-21245","CAP N CORK BREWING COMPANY LLC",,"16776 21 MILE RD","MACOMB","MI",48044,,"Wine Producer",0
"MI-W-21246","BASS LAKE BREWING, LLC","Ludington Bay Brewing Co.","515 S JAMES ST","LUDINGTON","MI",49431,"MASON","Wine Producer",0
"MI-W-21247","SHORT'S BREWING COMPANY, LLC","Superfluid Supply","211 INDUSTRIAL PARK DR","ELK RAPIDS","MI",49629,"ANTRIM","Wine Producer",0
"MI-W-21248","SHORT'S BREWING COMPANY, LLC",,"121 N BRIDGE ST","BELLAIRE","MI",49615,"ANTRIM","Wine Producer",0
"MI-W-21249","LITTLE GUY BREWING COMPANY, LLC",,"3645 HIGHLAND RD","WATERFORD","MI",48328,"OAKLAND","Wine Producer",0
"MI-W-21250","FREEDOM WINERY LLC",,"13011 BETHEL CHURCH RD","MANCHESTER","MI",48158,"WASHTENAW","Wine Producer",0
"MI-W-21251","SMYTHPHILLIPS COMPANY","Phillips Orchards & Cider Mill","1174 W GRATIOT COUNTY LINE RD","SAINT JOHNS","MI",48879,"GRATIOT","Wine Producer",0
"MI-W-21252","51ST STATE BREWING COMPANY, INC.",,"115 HARDING AVE","KINGSFORD","MI",49802,"DICKINSON","Wine Producer",0
"MI-W-21253","LC BREWERS, LLC",,"109 BRIDGE PARK DR","CHARLEVOIX","MI",49720,"CHARLEVOIX","Wine Producer",0
"MI-W-21254","PLEASANT VALLEY FARMS, LLC",,"522 N 69TH AVE","HART","MI",49444,,"Wine Producer",0
"MI-W-21255","YOUNGBLOOD VINEYARD, LLC",,"61829 RAY CENTER RD","RAY","MI",48096,"MACOMB","Wine Producer",0
"MI-W-21256","NORTHERN UNITED BREWING COMPANY, LLC","Jolly Pumpkin Artisan Ales","428 BRIDGE ST","GRAND RAPIDS","MI",49504,"KENT","Wine Producer",0
"MI-W-21257","SOIL FRIENDS LLC",,"1701 N 33RD ST","GALESBURG","MI",49053,"KALAMAZOO","Wine Producer",0
"MI-W-21258","HOPLAND BREWING L.L.C.","Hopland Brewing","977 BUTTERNUT DR SUITE 4","HOLLAND","MI",49424,,"Wine Producer",0
"MI-W-21259","LUCKY GIRL BREWING COMPANY - CROSS ROADS LLC","B52 Winery","43016 M-43 HWY STE","PAW PAW","MI",49079,"VAN BUREN","Wine Producer",0
"MI-W-21260","NORTHERN OAK BREWERY, INC.","Northern Oak Brewery","806 N SAGINAW ST","HOLLY","MI",48442,"OAKLAND","Wine Producer",0
"MI-W-21261","MONSOON COFFEE COMPANY, LLC",,"3066 S CHANNEL DR","HARSENS ISLAND","MI",48028,,"Wine Producer",0
"MI-W-21262","BRAUEREI BECKER LLC",,"500 W MAIN ST","BRIGHTON","MI",48116,"LIVINGSTON","Wine Producer",0
"MI-W-21263","MAMMOTH DISTILLING LLC",,"221 GARLAND ST STE D","TRAVERSE CITY","MI",49684,"GRAND TRAVERSE COUNTY","Wine Producer",0
"MI-W-21264","DECATUR TASTINGS LLC",,"246 N BURDICK ST","KALAMZOO","MI",49007,"KALAMZOO","Wine Producer",0
"MI-W-21265","SPRUCERIDGE VINEYARDS LLC","Spruceridge Vineyards","8753 INDIAN RESERVE ROAD RD","ALPENA","MI",49707,"ALPENA","Wine Producer",0
"MI-W-21266","DRINKING CLASS WINE, LLC",,"5979 STATE ST","KINGSTON","MI",51764,"TUSCOLA","Wine Producer",0
"MI-W-21267","FARMHOUSE VINEYARDS, LLC",,"8450 CHANNEL RD","PETOSKEY","MI",49770,,"Wine Producer",0
"MI-W-21268","DEARBORN BREWING LLC","Dearborn Brewing","21930 MICHIGAN AVE","DEARBORN","MI",48124,"WAYNE","Wine Producer",0
"MI-W-21269","BATCH BREWING COMPANY L.L.C.","Batch Brewing Company","2841 E GRAND BLVD","DETROIT","MI",48211,"WAYNE","Wine Producer",0
"MI-W-21271","GRINNING MITTEN, LLC","Railtown Brewing Company","3555 68TH ST SE STE 1-2","CALEDONIA","MI",49316,"KENT","Wine Producer",0
"MI-W-21273","TCWC, LLC",,"13975 S ROBINSON RD","TRAVERSE CITY","MI",49684,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21274","CHARAMAR CELLARS, LLC","CHERRY CREEK CELLARS","11000 SILVER LAKE HWY","BROOKLYN","MI",49230,,"Wine Producer",0
"MI-W-21275","WHISKEY POINT BREWING COMPANY, LLC",,"38230 MICHIGAN AVE","BEAVER ISLAND","MI",49782,,"Wine Producer",0
"MI-W-21276","THE WORKSHOP BREWING COMPANY, LLC",,"346 E FRONT ST","TRAVERSE CITY","MI",49684,,"Wine Producer",0
"MI-W-21277","HARBOR LIGHT BREWING, LLC",,"516 PHOENIX ST","SOUTH HAVEN","MI",49090,,"Wine Producer",0
"MI-W-21278","URBANREST BREWING COMPANY LLC",,"2615 WOLCOTT ST","FERNDALE","MI",48220,"OAKLAND","Wine Producer",0
"MI-W-21279","SUPERIOR CULTURE, LLC","Superior Culture","717 N 3RD ST BLDG 1","MARQUETTE","MI",49855,"MARQUETTE","Wine Producer",0
"MI-W-21282","GRINNING MITTEN, LLC","Railtown Brewing Company","3595 68TH ST SE","CALEDONIA","MI",49316,"KENT","Wine Producer",0
"MI-W-21283","BWD'Z, L.L.C.",,"550 S WISCONSIN AVE","GAYLORD","MI",49735,"OTSEGO","Wine Producer",0
"MI-W-21284","CELLAR 1914 LLC","CELLAR 1914","5833 SHOOKS RD","CENTRAL LAKE","MI",49622,"ANTRIM","Wine Producer",0
"MI-W-21286","LE BOS LLC","BOS Wine","135 AMES ST","ELK RAPIDS","MI",49629,"ANTRIM","Wine Producer",0
"MI-W-21287","HAYMARKET BEER COMPANY, LLC",,"9301 RED ARROW HWY","BRIDGMAN","MI",49106,"BERRIEN","Wine Producer",0
"MI-W-21288","BEARDS BREWERY LLC",,"215 E LAKE ST","PETOSKEY","MI",49770,"EMMET","Wine Producer",0
"MI-W-21289","MANNINA'S WINE HOUSE LLC",,"201 N RIVERSIDE AVE UNIT B5","ST. CLAIR","MI",48079,"ST CLAIR","Wine Producer",0
"MI-W-21291","MICHIELS BREWING, LLC","Gravel Bottom Craft Brewery and Supply","452 ADA DR STE 100","ADA","MI",49301,"KENT","Wine Producer",0
"MI-W-21293","SIETSEMA CIDER LLC",,"70 N MAIN STREET","CEDAR SPRINGS","MI",49319,,"Wine Producer",0
"MI-W-21294","UNRULY BREWING COMPANY, LLC","Unruly Brewing Company","2221 LEMUEL ST","MUSKEGON HEIGHTS","MI",49444,"MUSKEGON","Wine Producer",0
"MI-W-21295","THE MITTEN BREWING COMPANY, LLC",,"329 WATER ST","SAUGATUCK","MI",49453,"ALLEGAN","Wine Producer",0
"MI-W-21296","NEW HOLLAND BREWING COMPANY, LLC",,"417 BRIDGE ST NW","GRAND RAPIDS","MI",49504,"KENT","Wine Producer",0
"MI-W-21297","TROUT POSSOM BREWING LLC","Silver Spruce Brewing Company","439 E 8TH ST","TRAVERSE CITY","MI",49684,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21298","ETON STREET BREWERY, LLC",,"2265 -2273 CROOKS RD","ROCHESTER HILLS","MI",48309,"OAKLAND","Wine Producer",0
"MI-W-21299","SRDVINES INC.","THE WINE HOUSE","426 S MAIN ST","NORTHVILLE","MI",48168,"WAYNE","Wine Producer",0
"MI-W-21301","HARTLAND BREWING COMPANY, LLC",,"1836 N OLD U.S. 23","HOWELL","MI",48843,"LIVINGSTON","Wine Producer",0
"MI-W-21302","KRC RESERVE, LLC",,"4900 W 32 MILE RD","WASHINGTON","MI",48095,"MACOMB","Wine Producer",0
"MI-W-21303","JOHN STREET BREWERY  INC","Kelsey Block Brewing Company","41 N MAIN ST","THREE RIVERS","MI",49093,"ST. JOSEPH","Wine Producer",0
"MI-W-21304","ONE BEER AT A TIME, LLC","Brewery Vivant","2885 LAKE EASTBROOK BLVD","KENTWOOD","MI",49512,,"Wine Producer",0
"MI-W-21305","NORTHPORT WINE, LLC",,"5790 N OMENA RISE","OMENA","MI",49674,"LEELENAU","Wine Producer",0
"MI-W-21307","CADILLAC STRAITS BREWING COMPANY, LLC","Cadillac Straits Brewing Company",,"MADISON HEIGHTS","MI",48071,"OAKLAND","Wine Producer",0
"MI-W-21308","SCHMUCKS BREWING COMPANY, LLC","SCHMUCKS BREWING COMPANY","4944 MASON RD","HOWELL","MI",48843,"LIVINGSTON","Wine Producer",0
"MI-W-21309","NEW HOLLAND BREWING COMPANY, LLC",,"684 -690 COMMERCE CT","HOLLAND","MI",49424,"OTTAWA","Wine Producer",0
"MI-W-21310","PRESIDENTIAL BREWING COMPANY, LLC",,"8232 PORTAGE RD","PORTAGE","MI",49002,"KALAMAZOO","Wine Producer",0
"MI-W-21311","CHILL HILL, LLC","Chill Hill","7707 LINCOLN AVE","BARODA","MI",49101,"BERRIEN","Wine Producer",0
"MI-W-21312","BUCHANAN CRAFT, LLC","River Saint Joe","15475 WALTON RD","BUCHANAN","MI",49107,,"Wine Producer",0
"MI-W-21313","CBT, LLC","Third Nature Brewing Company","7733 CHILDSDALE AVE NE","ROCKFORD","MI",49341,"KENT","Wine Producer",0
"MI-W-21314","PIGEON HILL BREWING COMPANY, LLC",,"895 FOURTH ST","MUSKEGON","MI",49440,"MUSKEGON","Wine Producer",0
"MI-W-21315","SEVEN LAKES LLC","Sand Lake Micro Brewey","1353 N SAND LAKE RD","NATIONAL CITY","MI",48748,"IOSCO","Wine Producer",0
"MI-W-21316","MICHIGAN WINE COMPANY LLC",,"6781 124TH AVE","FENNVILLE","MI",49408,,"Wine Producer",0
"MI-W-21317","THE MITTEN BREWING COMPANY, LLC","The Mitten Brewing Company","540 LEONARD ST NW STE C & D","GRAND RAPIDS","MI",49504,"KENT","Wine Producer",0
"MI-W-21318","AIMEE VINEYARDS LLC",,"16336 PENINSULA DR","TRAVERSE CITY","MI",49686,,"Wine Producer",0
"MI-W-21319","ARTISAN, LLC","Artisan, LLC","417 HANCOCK ST","SAGINAW","MI",48602,"SAGINAW","Wine Producer",0
"MI-W-21320","GWIN GIRLS, LLC","GWIN GIRLS WINERY","3600 9 MILE RD","REMUS","MI",49340,"MECOSTA","Wine Producer",0
"MI-W-21321","MANIACAL MEAD CO.",,"1497 ECORSE RD","YPSILANTI","MI",48198,"WASHTENAW","Wine Producer",0
"MI-W-21322","WHOLE HEARTED WINERY INC","WHOLE HEARTED WINE","56808 GRAND RIVER AVE., SUITE 5 BLDG A","NEW HUDSON","MI",48165,"OAKLAND","Wine Producer",0
"MI-W-21323","FIVE SHORES BREWING, LLC","FIVE SHORES BREWING","163 BENZIE BLVD","BEULAH","MI",49617,"BENZIE","Wine Producer",0
"MI-W-21324","RUSTIC LEAF BREWING COMPANY L.L.C.",,"7200 HIGHLAND RD","WATERFORD","MI",48327,"OAKLAND","Wine Producer",0
"MI-W-21325","RAXX BREWING COMPANY, LLC",,,"UBLY","MI",48475,"HURON","Wine Producer",0
"MI-W-21326","BOYNE VALLEY VINEYARDS LLC","BOYNE VALLEY VINEYARDS","5325 US HIGHWAY 131 HWY UNIT A","BOYNE CITY","MI",49713,"CHARLEVOIX","Wine Producer",0
"MI-W-21327","TRANSIENT ARTISAN ALES LLC",,"4229 LAKE ST","BRIDGMAN","MI",49106,"BERRIEN","Wine Producer",0
"MI-W-21328","GRAVEL CAPITAL BREWING LLC","GravCap Brewing","14 N WASHINGTON ST","OXFORD","MI",48371,"OAKLAND","Wine Producer",0
"MI-W-21329","PAINT CREEK VINEYARD, LLC","Paint Creek Winery LLC","6251 CARPENTER RD","YPSILANTI","MI",48197,"WASHTENAW","Wine Producer",0
"MI-W-21330","MONACIELLO CELLARS, LLC","Monaciello Cellars","55131 60TH AVE","LAWRENCE","MI",49064,"VAN BUREN","Wine Producer",0
"MI-W-21331","EXFERIMENTATION BREWING COMPANY","Exferimentation Brewing Company","7 N SAGINAW ST STE 1A, 1B","PONTIAC","MI",48342,"OAKLAND","Wine Producer",0
"MI-W-21332","NORTH GROVE BREWERS LLC",,"8735 WATER ST","MONTAGUE","MI",49437,"MUSKEGON","Wine Producer",0
"MI-W-21333","CHATEAU AERONAUTIQUE WINERY, LLC",,"1849 RIVES EATON RD","JACKSON","MI",49201,"JACKSON","Wine Producer",0
"MI-W-21334","ODD BROTHERS CRAFT CIDER LLC",,"4691 22 MILE RD","HOMER","MI",49245,"CALHOUN","Wine Producer",0
"MI-W-21335","GLENN VINEYARDS, LLC","GLENN VINEYARDS","2128 62ND ST","FENNVILLE","MI",49408,"ALLEGAN","Wine Producer",0
"MI-W-21337","GULL LAKE DISTILLING COMPANY LLC",,"92 E MICHIGAN AVE","GALESBURG","MI",49053,"KALAMAZOO","Wine Producer",0
"MI-W-21338","ANCHOR BAY BREWING COMPANY, LLC","Copper Hop Brewing Company","23401 GREATER MACK AVE","SAINT CLAIR SHORES","MI",48080,"MACOMB","Wine Producer",0
"MI-W-21339","TENACITY BREWING, LLC","Tenacity Craft","8517 2ND AVE","DETROIT","MI",48202,"WAYNE","Wine Producer",0
"MI-W-21340","BURZURK BREWING COMPANY, LLC",,"1442 WASHINGTON AVE","GRAND HAVEN","MI",49417,,"Wine Producer",0
"MI-W-21341","CHATEAU AERONAUTIQUE WINERY, LLC",,"101 CHIEF DR","JACKSON","MI",49201,"JACKSON","Wine Producer",0
"MI-W-21342","TEBREW INC.","Flat River Brewing Co.","300 W GREENVILLE WEST DR","GREENVILLE","MI",48838,"MONTCALM","Wine Producer",0
"MI-W-21343","NORTHERN UNITED BREWING COMPANY, LLC","Jolly Pumpkin Artisan Ales","21931 MICHIGAN AVE STE 100","DEARBORN","MI",48124,,"Wine Producer",0
"MI-W-21345","CONFLUXCITY BREWING COMPANY, LLC","ConfluxCity Brewing Company","110 N WATER ST","PORTLAND","MI",48875,"IONIA","Wine Producer",0
"MI-W-21346","BARREL AND BEAM, LLC",,"260 NORTHWOODS RD","MARQUETTE","MI",49855,"MARQUETTE","Wine Producer",0
"MI-W-21347","LOGGERS BREWING COMPANY LLC",,"1215 S RIVER RD","SAGINAW","MI",48609,"SAGINAW","Wine Producer",0
"MI-W-21348","THE BRASS RING BREWING COMPANY, LLC","Brass Ring Brewery","2404 EASTERN AVE SE","GRAND RAPIDS","MI",49507,"KENT","Wine Producer",0
"MI-W-21349","BOSS CIDER COMPANY, LLC","Boss Cider Company LLC","139 S. MAIN ST","LESLIE","MI",49251,"INGHAM","Wine Producer",0
"MI-W-21350","CIDERHOUSE 59 LLC",,"5647 CONSEAR RD","OTTAWA LAKE","MI",49267,"MONROE","Wine Producer",0
"MI-W-21351","TULIP CITY BREWSTILLERY LLC","Tulip City Brewstillery","430 W 17TH ST STE 26","HOLLAND","MI",49423,"OTTAWA","Wine Producer",0
"MI-W-21354","BEL LAGO VENTURES, LLC","BEL LAGO","6530 S LAKE SHORE DR","CEDAR","MI",49621,"LEELANAU","Wine Producer",0
"MI-W-21355","EAGLE TREE WINERY LLC",,"4085 W WILSON RD","PERRINTON","MI",48871,"GRATIOT","Wine Producer",0
"MI-W-21356","KROUPA FARMS, LLC","Kroupa Farms","6578 & 6620 E M-72","WILLIAMSBURG","MI",49690,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21357","DRIFA BREWING COMPANY","Drifa Brewing Company","501 S LAKE ST UNIT A AND C","MARQUETTE","MI",49855,"MARQUETTE","Wine Producer",0
"MI-W-21359","ERRATIC ALE CO., LLC",,"8080 GRAND ST STE 3","DEXTER","MI",48130,,"Wine Producer",0
"MI-W-21360","HAPPY PANTS LLC","Hillsdale Brewing Company","25 HILLSDALE ST","HILLSDALE","MI",49242,"HILLSDALE","Wine Producer",0
