"Permit_Number","Owner_Name","Operating_Name","Street","City","State","Prem_Zip","Prem_County","Industry_Type","New_Permit_Flag"
"MI-W-15168","KRISTIE TOMLINSON-KELLEHER","DEWEY CANYON WINERY","9 N ELM ST","THREE OAKS","MI",49128,"BERRIEN","Wine Producer",0
"MI-W-15170","GRAVITY VINEYARDS AND WINERY, LLC","GRAVITY WINE","10220 LAUER RD","BARODA","MI",49101,"BERRIEN","Wine Producer",0
"MI-W-15172","NORTHERN SUN WINERY, INC.",,"983 10TH RD","BARK RIVER","MI",49807,"DELTA","Wine Producer",0
"MI-W-15173","FISH HOOK DISTILLING COMPANY, LLC","VIZZINI VINO","161 VESTER ST","FERNDALE","MI",48220,"OAKLAND","Wine Producer",0
"MI-W-15174","BRENGMAN BROTHERS LLC","BRENGMAN BROTHERS","9720 S CENTER HWY","TRAVERSE CITY","MI",49684,"GRAND TRAVERSE","Wine Producer",0
"MI-W-15176","GLASS CREEK WINERY L.L.C.","GLASS CREEK WINERY","450 N WHITMORE RD","HASTINGS","MI",49058,"BARRY","Wine Producer",0
"MI-W-15179","CHATEAU LAKE CHARLEVOIX ESTATES LLC","CHATEAU LAKE CHARLEVOIX ESATES","551 SNYDER RD","BOYNE CITY","MI",49712,"CHARLEVOIX","Wine Producer",0
"MI-W-15181","51 NORTH BREWERY, LLC","51 NORTH BREWERY","51 N BROADWAY ST","LAKE ORION","MI",48362,"OAKLAND","Wine Producer",0
"MI-W-15184","GREEN BARN WINERY, LLC",,"775 N WADHAMS RD","SMITHS CREEK","MI",48074,"SAINT CLAIR","Wine Producer",0
"MI-W-15185","CAB CELLARS, LLC","LAVRENTIDE WINE","56 S FRENCH RD","LAKE LEELANAU","MI",49653,"LEELANAU","Wine Producer",0
"MI-W-15186","WARNER VINEYARDS, INC.","WARNER VINEYARDS","515 WILLIAMS ST STE 11","SOUTH HAVEN","MI",49090,"VAN BUREN","Wine Producer",0
"MI-W-15187","EVERGREEN WINERY LLC","CADILLAC WINERY","17480 18 MILE RD","LEROY","MI",49655,"OSCEOLA","Wine Producer",0
"MI-W-15188","OBSTBAUM ORCHARDS LIMITED",,"9252 CURRIE RD","NORTHVILLE","MI",48167,"WAYNE","Wine Producer",0
"MI-W-15189","BLACK CAT WINERY, LLC","BLACK CAT WINERY","15775 40TH AVE","COPPERSVILLE","MI",49404,"OTTAWA","Wine Producer",0
"MI-W-15190","WARNER VINEYARDS, INC.","WARNER VINEYARDS","26 E 8TH ST","HOLLAND","MI",49423,"OTTAWA","Wine Producer",0
"MI-W-15191","WARNER VINEYARDS, INC.","WARNER VINEYARDS","116 E MICHIGAN AVE","MARSHALL","MI",49068,"CALHOUN","Wine Producer",0
"MI-W-15192","WARNER VINEYARDS, INC.","WARNER VINEYARDS","19 N WHITTAKER ST","NEW BUFFALO","MI",49117,"BERRIEN","Wine Producer",0
"MI-W-15194","FENN VALLEY VINEYARDS, INC.","FENN VALLEY VINEYARDS","6130 122ND AVE","FENNVILLE","MI",49408,"ALLEGAN","Wine Producer",0
"MI-W-15196","BLACK CAT WINERY, LLC","BLACK CAT WINERY","3009 BLACKMER RD","RAVENNA","MI",49451,"MUSKEGON","Wine Producer",0
"MI-W-15197","DECATUR TASTINGS LLC","DECATUR TASTINGS","103 N PHELPS ST","DECATUR","MI",49045,"VAN BUREN","Wine Producer",0
"MI-W-15198","MAPLEMOON FAMILY SUGARY INC.",,"4454 ATKINS RD","PETOSKEY","MI",49770,"EMMET","Wine Producer",0
"MI-W-15199","JSQ MSQ LLC","The Spare Key Winery","6872 UPPER BAYSHORE RD","CHARLEVOIX","MI",49720,"CHARLEVOIX","Wine Producer",0
"MI-W-152","THE WHITE HOUSE RESTAURANT & WINERY, INC.",,"149 GRIFFITH ST","SAUGATUCK","MI",49453,"ALLEGAN","Wine Producer",0
"MI-W-15202","DANMAR SL HOLDINGS LLC","SILVERLEAF WINERY & VINEYARD","11087 E SILVER LEAF FARM RD","SUTTONS BAY","MI",49682,"LEELANAU","Wine Producer",0
"MI-W-15203","END OF THE ROAD WINERY, LLC",,"6917 BURNS RD UNIT 1","GERMFASK","MI",49836,"SCHOOLCRAFT","Wine Producer",0
"MI-W-15204","HAPPY DAYS AND NIGHTS LLC","PLEASANTVIEW WINERY","6769 PLEASANTVIEW RD","HARBOR SPRINGS","MI",49740,"EMMET","Wine Producer",0
"MI-W-15205","CODY KRESTA VINEYARD AND WINERY L.L.C.",,"45727 27TH ST","MATTAWAN","MI",49071,"VAN BUREN","Wine Producer",0
"MI-W-15206","ORE CREEK CRAFT CIDER LLC",,"9280 MCGREGOR RD","PINCKNEY","MI",48169,"LIVINGSTON","Wine Producer",0
"MI-W-15211","B & B WINES LLC","MICHIGAN SIMPLE PLEASURES","4320 BAD AXE RD","UBLY","MI",48475,"HURON","Wine Producer",0
"MI-W-15214","ENTENTE SPIRITS, LLC","TABOR HILL WINERY","185 MOUNT TABOR RD","BUCHANAN","MI",49107,"BERRIEN","Wine Producer",0
"MI-W-15216","KK ENTERPRISE NORD, LLC","TWO K","3872 SW BAY SHORE DR","SUTTONS BAY","MI",49682,"LEELANAU","Wine Producer",0
"MI-W-155","WYNCROFT, LLC","WYNCROFT MARLAND","1055 64TH ST","PULLMAN","MI",49450,"ALLEGAN","Wine Producer",0
"MI-W-157","WINE CREATIONS LLC",,"33422 WOODWARD AVE","BIRMINGHAM","MI",48009,"OAKLAND","Wine Producer",0
"MI-W-158","GILL'S PIER VINEYARD & WINERY, INC.",,"5700 N MANITOU TRL","NORTHPORT","MI",49670,"LEELANAU","Wine Producer",0
"MI-W-164","CASCADE WINERY, INC.","CASCADE WINERY","4665 BROADMOOR SUITE 135","GRAND RAPIDS","MI",49512,"KENT","Wine Producer",0
"MI-W-165","NEW HOLLAND BREWING COMPANY, L.L.C.",,"66 E 8TH ST","HOLLAND","MI",49423,"OTTAWA","Wine Producer",0
"MI-W-166","MOTOR CITY BREWING WORKS, INC.",,"470 W CANFIELD ST","DETROIT","MI",48201,"WAYNE","Wine Producer",0
"MI-W-1674","WARNER VINEYARDS, INC.","WARNER VINEYARDS","422 S -706 KALAMAZOO ST 422","PAW PAW","MI",49079,"VAN BUREN","Wine Producer",0
"MI-W-170","UNCLE JOHN'S FRUIT HOUSE WINERY, L.L.C.","UNCLE JOHN'S FRUIT HOUSE WINERY","8614 N US HIGHWAY 27","SAINT JOHNS","MI",48879,"CLINTON","Wine Producer",0
"MI-W-1703","ST. JULIAN WINE COMPANY, INC.","ST. JULIAN WINE COMPANY","716 S KALAMAZOO ST","PAW PAW","MI",49079,"VAN BUREN","Wine Producer",0
"MI-W-172","TRESARD ENTERPRISES, INC.","FILIPO MARC WINERY","39085 GARFIELD RD","CLINTON TOWNSHIP","MI",48038,"MACOMB","Wine Producer",0
"MI-W-176","GORALSKI ENTERPRISES LLC",,"4937 S 52ND AVE","NEW ERA","MI",49446,"OCEANA","Wine Producer",0
"MI-W-177","CHERRY REPUBLIC, INC.","CHERRY REPUBLIC WINERY","6026 S LAKE ST","GLEN ARBOR","MI",49636,"LEELANAU","Wine Producer",0
"MI-W-180","VINTNER'S CELLAR OF SALINE, LLC","VINTNER'S CELLAR OF SALINE","1100 E WOODLAND DR","SALINE","MI",48176,"WASHTENAW","Wine Producer",0
"MI-W-185","MULRENIN BROTHERS MANAGEMENT COMPANY, LLC","FIELDSTONE WINERY","223 S MAIN ST","ROCHESTER","MI",48307,"OAKLAND","Wine Producer",0
"MI-W-20052","KESU INC.","Big Sable Winery","717 E LUDINGTON AVE E BLDG","LUDINGTON","MI",49431,"MASON","Wine Producer",0
"MI-W-20190","MODERN CRAFT WINERY LLC","Modern Craft Winery","108 MACKINAC RD","AU GRES","MI",48703,"ARENAC","Wine Producer",0
"MI-W-20246","DABLON VINEYARDS LLC","Moraine Vineyards","111 W SHAWNEE RD","BARODA","MI",49101,"BERRIEN","Wine Producer",0
"MI-W-20444","EAGLEMONK BREWING COMPANY, INC","Eaglemonk Pub and Brewery","4906 W MT. HOPE HWY","LANSING","MI",48917,"EATON","Wine Producer",0
"MI-W-20491","HEAVENLY VINEYARDS, LLC","Heavenly Vineyards","15946 JEFFERSON RD","MORLEY","MI",49336,"MECOSTA","Wine Producer",0
"MI-W-20497","ROGUE RIVER WINERY LLC",,"10 E BRIDGE ST E STE C","ROCKFORD","MI",49341,"KENT","Wine Producer",0
"MI-W-21001","SIETSEMA CIDER LLC",,"8540 2 MILE RD","ADA","MI",49301,"KENT","Wine Producer",0
"MI-W-21002","SANCTUARY BREWERY, LLC","sanctuary spirits","902 E SAGINAW HWY STE 3","GRAND LEDGE","MI",48837,"EATON","Wine Producer",0
"MI-W-21003","THUNDER BAY WINERY L.L.C.","Thunder Bay Winery","109 N SECOND AVE STE 101 & 103","ALPENA","MI",49707,"ALPENA","Wine Producer",0
"MI-W-21004","FLAVOR FRUIT FARM, LLC","Flavor Fruit Farm","11035 S JACKSON RD","CEMENT CITY","MI",49233,"HILLSDALE","Wine Producer",0
"MI-W-21005","TWELVE CORNERS VINEYARDS, LLC","TWELVE CORNERS VINEYARDS","1201 N BENTON CENTER RD","BENTON HARBOR","MI",49022,"BERRIEN","Wine Producer",0
"MI-W-21006","JACK'S VINES AND WINES, LLC","JACK'S VINES AND WINES","9375 BOYNE CITY RD","CHARLEVOIX","MI",49720,"CHARLEVOIX","Wine Producer",0
"MI-W-21007","THE PEOPLES CIDER COMPANY LLC",,"1750 ELIZABETH AVE NW UNIT 2","GRAND RAPIDS","MI",49504,"KENT","Wine Producer",0
"MI-W-21008","KBR, INC.","Westview Orchards","65075 VAN DYKE RD","WASHINGTON TWP","MI",48095,"MACOMB","Wine Producer",0
"MI-W-21009","MIDLAND BREWING COMPANY, LLC",,"5011 N SAGINAW RD","MIDLAND","MI",48642,"MIDLAND","Wine Producer",0
"MI-W-21010","PAW PAW BREWING COMPANY L.L.C.",,"780 S GREMPS ST","PAW PAW","MI",49079,"VAN BUREN","Wine Producer",0
"MI-W-21011","BIG LAKE BREWING LLC","Big Lake Brewing","977 BUTTERNUT DR STE 4","HOLLAND","MI",49424,"OTTAWA","Wine Producer",0
"MI-W-21012","SEASONS OF THE NORTH WINERY, LLC",,"9090 W M-68 HWY","INDIAN RIVER","MI",49749,"CHEBOYGAN","Wine Producer",0
"MI-W-21013","VIRTUE HOLDINGS LLC","Virtue Cider","2180 62ND ST","FENNVILLE","MI",49408,,"Wine Producer",0
"MI-W-21014","PETOSKEY BREWING COMPANY, LLC",,"1844 HARBOR-PETOSKEY RD","PETOSKEY","MI",49770,"EMMETT","Wine Producer",0
"MI-W-21015","NORTHERN UNITED BREWING COMPANY, LLC","Bonafide wine","2319 BISHOP CIRCLE E","DEXTER","MI",48130,"WASHTENAW","Wine Producer",0
"MI-W-21016","MACKINAW TRAIL WINERY, INC.",,"3423 S US HWY 131","PETOSKEY","MI",49770,"EMMET COUNTY","Wine Producer",0
"MI-W-21017","ROCKFORD BREWING COMPANY INC.",,"12 E BRIDGE ST","ROCKFORD","MI",49341,"KENT","Wine Producer",0
"MI-W-21019","FALLING DOWN BEER COMPANY, LLC",,"2270 E TEN MILE RD","WARREN","MI",48091,"MACOMB","Wine Producer",0
"MI-W-21020","VILLA DEL VINO WINERY LLC","Villa Del Vino Winery","10175 AUSTIN RD","NAPOLEON TWP.","MI",49261,,"Wine Producer",0
"MI-W-21021","OUR BREWING COMPANY, LLC","Our Brewing Company","76 E 8TH ST STE 1","HOLLAND","MI",49423,,"Wine Producer",0
"MI-W-21022","SHERROW VENTURES, LLC","Fenton Winery & Brewery","1370 N LONG LAKE RD","FENTON TOWNSHIP","MI",48430,"GENESEE","Wine Producer",0
"MI-W-21023","SHADY LANE PARTNERS, LLC","Shady Lane Cellars","9580 E SHADY LN","SUTTONS BAY","MI",49682,"LEELANAU","Wine Producer",0
"MI-W-21026","KDS, LLC","Schramm's Mead","496 E AVON RD","ROCHESTER HILLS","MI",48307,"OAKLAND","Wine Producer",0
"MI-W-21029","DEANGELIS CANTINA DEL VINO, LLC","DeAngelis Cantina del Vino","7879 JACKSON RD STE D","ANN ARBOR","MI",48103,"WASHTENAW","Wine Producer",0
"MI-W-21030","PLEASANT HOUSE THREE OAKS, LLC",,"9 ELM ST","THREE OAKS","MI",49128,"BERRIEN","Wine Producer",0
"MI-W-21031","APPLE BLOSSOM WINERY, LLC","Apple Blossom Winery","60139 COUNTY ROAD 652","MATTAWAN","MI",49071,"VAN BUREN","Wine Producer",0
"MI-W-21033","CONSTANTINE BREWING COMPANY, LLC","Laughing Leaves Winery","145 S WASHINGTON ST","CONSTANTINE","MI",49042,"ST. JOSEPH","Wine Producer",0
"MI-W-21034","UNRULY BREWING COMPANY, LLC","Unruly Brewing Company","360 W WESTERN AVE","MUSKEGON","MI",49440,"MUSKEGON","Wine Producer",0
"MI-W-21035","BLAKE FARMS HARD APPLE CIDER, LLC",,"17985 ARMADA CENTER RD","ARMADA","MI",48005,"MACOMB","Wine Producer",0
"MI-W-21036","FORAGED FRUIT LLC",,"280 NORTHLAND DR, NE","ROCKFORD","MI",49341,"KENT","Wine Producer",0
"MI-W-21038","TWISTED WIRE VINEYARD, LLC",,"11371 S TOWER RD","MAPLE CITY","MI",49664,"LEELANAU","Wine Producer",0
"MI-W-21040","BLACK DRAGON, LLC","Black Dragon Meadery","910 W BUFFALO ST BLDG","NEW BUFFALO","MI",49117,"BERRIEN","Wine Producer",0
"MI-W-21041","OM CAFE, LLC",,"23136 WOODWARD AVE","FERNDALE","MI",48220,"OAKLAND","Wine Producer",0
"MI-W-21042","LITTLE MAN WINERY, LLC",,"7143 107TH AVE","SOUTH HAVEN","MI",49090,"ALLEGAN","Wine Producer",0
"MI-W-21043","MOONDOG VINEYARDS, LLC","Waterfire Vineyards","12180 SUTTER RD","KEWADIN","MI",49648,"ANTRIM","Wine Producer",0
"MI-W-21044","ARKTOS LLC","Arktos Meadery","442 NW BRIDGE ST","GRAND RAPIDS","MI",49504,"KENT","Wine Producer",0
"MI-W-21045","ETON STREET BREWERY, LLC","Griffin Claw Brewing Company","575 S ETON ST","BIRMINGHAM","MI",48009,"OAKLAND","Wine Producer",0
"MI-W-21046","CIRCUS PROCESSION, LLC",,"184 120TH AVE","HOLLAND","MI",49424,"OTTAWA","Wine Producer",0
"MI-W-21047","THUNDER BAY WINERY L.L.C.",,"2084 W M-32 RD","ALPENA","MI",49707,"ALPENA","Wine Producer",0
"MI-W-21048","OV THE FARM, LLC","Mari Cellars","12011 CENTER RD","TRAVERSE CITY","MI",49686,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21049","EASTMAN'S FORGOTTEN CIDERS, L.L.C.",,"1068 W MIDLAND-GRATIOT COUNTY LINE RD","WHEELER","MI",49622,"MIDLAND","Wine Producer",0
"MI-W-21050","DENNIS FARM'S VINEYARD AND WALLOON LAKE WINERY, LLC",,"2505 BLACKBIRD RD","PETOSKEY","MI",49770,"EMMET","Wine Producer",0
"MI-W-21051","WAYNE & MELISSA KATO",,"3720 COLLINGWOOD ST","MIDLAND","MI",48642,"MIDLAND","Wine Producer",0
"MI-W-21052","RIVER'S EDGE BREWING COMPANY LLC",,"125 S MAIN ST STE 400-600","MILFORD","MI",48381,"OAKLAND","Wine Producer",0
"MI-W-21054","CRANE'S PIE PANTRY RESTAURANT, INC","Crane's Winery","6054 124TH AVE","FENNVILLE","MI",49408,,"Wine Producer",0
"MI-W-21055","ARCADIA BREWING COMPANY",,"701 E MICHIGAN AVE","KALAMAZOO","MI",49007,"KALAMAZOO","Wine Producer",0
"MI-W-21059","WEST WASHTENAW BREWING LLC","Chelsea Alehouse Brewery","420 N MAIN ST STE 100","CHELSEA","MI",48118,"WASHTENAW","Wine Producer",0
"MI-W-21060","BLUE PIKE CANTINA, LLC","Blue Pike Winery","152 S WATER ST","MARINE CITY","MI",48039,,"Wine Producer",0
"MI-W-21061","PETOSKEY FARMS VINEYARD & WINERY LLC",,"3720 ATKINS RD.","PETOSKEY","MI",49770,"EMMET","Wine Producer",0
"MI-W-21063","3 NORTH VINES, LLC","3 North Vines","5940 PECK RD","CROSWELL","MI",48422,"SANILAC","Wine Producer",0
"MI-W-21064","MICHIGAN BREWING WORKS, LLC",,"3435 DIETZ RD","WILLIAMSTON","MI",48895,"INGHAM","Wine Producer",0
"MI-W-21065","COREY LAKE ORCHARDS OPERATIONS, LLC","Corey Lake Orchards","12147 COREY LAKE RD","THREE RIVERS","MI",49093,,"Wine Producer",0
"MI-W-21066","J.K.'S SCRUMPY LLC",,"1431 DUFFIELD RD","FLUSHING","MI",48433,"GENESEE","Wine Producer",0
"MI-W-21067","TORCH LAKE CELLARS  LLC",,"5245 CLAM LAKE DR","BELLAIRE","MI",49615,"ANTRIM","Wine Producer",0
"MI-W-21068","MICHAEL G GORDON","greatlakes sandwich co & cafe","5332 CORUNNA RD","FLINT","MI",48532,"GENNESSE","Wine Producer",0
"MI-W-21070","ABNER'S RESTAURANT INC.","Northern Michigan Wine","7528 N WOODBRIDGE","BROHMAN","MI",49312,"NEWAYGO","Wine Producer",0
"MI-W-21071","LOVE WINES, LLC",,"215 S JAMES ST BLDG","LUDINGTON","MI",49431,"MASON","Wine Producer",0
"MI-W-21074","RUPERT'S BREW HOUSE LLC",,"773 W MICHIGAN AVE","KALAMAZOO","MI",49007,,"Wine Producer",0
"MI-W-21076","ONE WELL BREWING, LLC",,"3618 GEMBRIT CIR","KALAMAZOO","MI",49001,"KALAMAZOO","Wine Producer",0
"MI-W-21078","THE SANFORD BEVERAGE COMPANY, INC.","Steele Street Brewing","300 S STEELE ST","IONIA","MI",48846,"IONIA","Wine Producer",0
"MI-W-21079","SUNSHINE MEADERY LLC",,"501 OTTAWA ST","LOWELL","MI",49331,"KENT","Wine Producer",0
"MI-W-21080","KUHNHENN BREWING CO.,  L.L.C.",,"36000 GROESBECK HWY","CLINTON TOWNSHIP","MI",48035,"MACOMB","Wine Producer",0
"MI-W-21081","STONY LAKE CORPORATION","Stony Lake Brewing Company","447 E MICHIGAN AVE","SALINE","MI",48176,"WASHTENAW","Wine Producer",0
"MI-W-21083","WITCH'S HAT BREWING COMPANY, L.L.C.","Witch's Hat Brewing Company","601 S LAFAYETTE","SOUTH LYON","MI",48178,"OAKLAND","Wine Producer",0
"MI-W-21084","VINEYARD 2121, LLC",,"2121 KERLIKOWSKE RD","BENTON HARBOR","MI",49022,"BERRIEN","Wine Producer",0
"MI-W-21085","OSGOOD BREWING, LLC",,"4051 CHICAGO DR SW","GRANDVILLE","MI",49418,"KENT","Wine Producer",0
"MI-W-21086","1668 WINERY, LLC","1668 Winery","100 W PORTAGE AVE","SAULT SAINTE MARIE","MI",49783,"CHIPPEWA","Wine Producer",0
"MI-W-21088","LAKE MICHIGAN VINTNERS, LLC",,"2774 E EMPIRE AVE STE B","BENTON HARBOR","MI",49022,"BERRIEN","Wine Producer",0
"MI-W-21089","AMERICAN BREWERS, INC.",,"3408 MILLER RD STE 309","KALAMAZOO","MI",49001,"KALAMAZOO","Wine Producer",0
"MI-W-21090","SALT SPRINGS BREWERY, LLC",,"117 S ANN ARBOR ST","SALINE","MI",48176,"WASHTENAW","Wine Producer",0
"MI-W-21091","LAKE ANN BREWING CO. LLC",,"6535 FIRST","LAKE ANN","MI",49650,"BENZIE","Wine Producer",0
"MI-W-21092","YOOPER WINERY, LLC",,"915 48TH AVE","MENOMINEE","MI",49858,"MENOMINEE","Wine Producer",0
"MI-W-21093","SUTTONS BAY CIDERS, LLC",,"10530 E HILL TOP RD","SUTTONS BAY","MI",49682,"LEELANAU","Wine Producer",0
"MI-W-21095","THE MITTEN BREWING COMPANY, LLC",,"527 LEONARD ST, NW","GRAND RAPIDS","MI",49504,,"Wine Producer",0
"MI-W-21096","FARMINGTON BREWING COMPANY LLC","Farmington Brewing Company","33336 GRAND RIVER AVE","FARMINGTON","MI",48336,"OAKLAND","Wine Producer",0
"MI-W-21097","FETCH BREWING COMPANY LLC",,"100 W COLBY ST","WHITEHALL","MI",49461,"MUSKEGON","Wine Producer",0
"MI-W-21098","THE WORKSHOP BREWING COMPANY, LLC",,"221 GARLAND ST STE A","TRAVERSE CITY","MI",49684,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21102","KDS, LLC","Schramm's Mead","914 LIVERNOIS ST","FERNDALE","MI",48220,,"Wine Producer",0
"MI-W-21103","ORACLE BREWING COMPANY LLC",,"122 N MICHIGAN AVE","SAGINAW","MI",48602,"SAGINAW","Wine Producer",0
"MI-W-21104","HOFFMAN FARMS, INC",,"2521 ROSE CENTER RD","HIGHLAND","MI",48356,"OAKLAND","Wine Producer",0
"MI-W-21105","LAZY BALLERINA WINERY LLC","Lazy Ballerina Winery","641 S CRYSTAL AVE","BENTON HARBOR","MI",49022,,"Wine Producer",0
"MI-W-21106","CEDAR SPRINGS BREWING COMPANY, LLC",,"95 N MAIN ST","CEDAR SPRINGS","MI",49319,"KENT","Wine Producer",0
"MI-W-21107","CELLARMENS LLC","Cellarmens","24310 JOHN R RD","HAZEL PARK","MI",48030,"OAKLAND","Wine Producer",0
"MI-W-21108","AQUAMARINE SPRINGS, LLC","AQUAMARINE SPRINGS","507 S ASHLEY ST","ANN ARBOR","MI",48103,"WASHTENAW","Wine Producer",0
"MI-W-21109","WILLOW HARBOR VINEYARDS, LLC","Wolfe Creek Winery","118 N CLEVELAND RD","GALIEN","MI",49113,,"Wine Producer",0
"MI-W-21110","NEWAYGO BREWING CO., LLC",,"19 W STATE RD","NEWAYGO","MI",49337,"NEWAYGO","Wine Producer",0
"MI-W-21111","ARMORY BREWING COMPANY LLC","Grand Armory Brewing Company","17 S 2ND ST UNIT 4","GRAND HAVEN","MI",49417,"OTTAWA","Wine Producer",0
"MI-W-21112","ELLISON BREWERY AND SPIRITS LLC","Ellison Brewring and Spirits LLC","4903 DAWN AVE STE E","EAST LANSING","MI",48823,"INGHAM","Wine Producer",0
"MI-W-21114","TOWNLINE CIDERWORKS, LLC",,"11595 US 31 HWY, S","WILLIAMSBURG","MI",49690,"ANTRIM","Wine Producer",0
"MI-W-21115","RUSSELL B. GREGORY LLC",,"1911 MILES RD","LAPEER","MI",48446,"LAPEER","Wine Producer",0
"MI-W-21116","COGNITION BREWING COMPANY, LLC",,"113 E CANDA ST","ISHPEMING","MI",49849,"MARQUETTE","Wine Producer",0
"MI-W-21117","LANSING BREWING COMPANY, LLC",,"518 E SHIAWASSEE ST","LANSING","MI",48912,"INGHAM","Wine Producer",0
"MI-W-21118","NOMAD CIDERY, LLC",,"2500 KROUPA RD","TRAVERSE CITY","MI",49686,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21119","GREY LINE, LLC","Greyline Brewing","1727 ALPINE AVE NW","GRAND RAPIDS","MI",49504,"KENT","Wine Producer",0
"MI-W-21120","BRITE EYES BREWING CO LLC",,"1156 BURDICK STE A","KALAMAZOO","MI",49002,,"Wine Producer",0
"MI-W-21121","NAKED TREE CELLARS LLC","ODD SIDE ALES","41 WASHINGTON AVE STE 160","GRAND HAVEN","MI",49417,"OTTAWA","Wine Producer",0
"MI-W-21122","DUTCH GIRL BREWERY INC",,"14964 CLEVELAND ST STE B","SPRING LAKE","MI",49456,"OTTAWA","Wine Producer",0
"MI-W-21123","BURRONE FAMILY VINEYARDS AND WINERY, LLC",,"212 PINEBROOK DR","LACHINE","MI",49753,"ALPENA","Wine Producer",0
"MI-W-21124","THE COBBLESTONE URBAN WINERY LLC",,"105 FIFTH ST","MICHIGAN CENTER","MI",49254,"JACKSON","Wine Producer",0
"MI-W-21125","ROUTE 45 BREWING COMPANY, LLC","Trail Point Brewing Company","6035 LAKE MICHIGAN DR","ALLENDALE","MI",49401,"OTTAWA","Wine Producer",0
"MI-W-21126","BEE RYDER MEADERY, LLC","Bee Ryder Meadery","7750 SE COPPER HEIGHTS CT","CALEDONIA","MI",49316,,"Wine Producer",0
"MI-W-21127","KICKSTAND BREWERY, L.L.C.",,"3050 UNION LAKE RD UNIT 4A","COMMERCE TOWNSHIP","MI",48382,"OAKLAND","Wine Producer",0
"MI-W-21128","WASSINK WINERY, LLC","Tanglewood Winery","15811 RILEY ST","HOLLAND","MI",49424,"OTTAWA","Wine Producer",0
"MI-W-21129","HENRY'S HERITAGE, LLC",,"34016 M-43","PAW PAW","MI",49079,"VAN BUREN","Wine Producer",0
"MI-W-21130","TABONE VINEYARDS, LLC",,"14916 PENINSULA DR","TRAVERSE CITY","MI",49686,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21131","BARN BREWERS, LLC",,"114 N MAIN ST","LAWTON","MI",49065,"VAN BUREN","Wine Producer",0
"MI-W-21132","NORTH PIER BREWING COMPANY, LLC",,"670 N SHORE DR","BENTON HARBOR","MI",49022,"BERRIEN","Wine Producer",0
"MI-W-21135","THE FILLING STATION MICROBREWERY, INC.",,"642 RAILROAD PL","TRAVERSE CITY","MI",49686,,"Wine Producer",0
"MI-W-21136","MIZKAN AMERICA, INC.",,"702 KIDDVILLE RD","BELDING","MI",48809,,"Wine Producer",0
"MI-W-21137","RUDBECKIA WINERY LLC",,"3379 LAKE GROVE RD STE B","PETOSKEY","MI",49770,"EMMET","Wine Producer",0
"MI-W-21138","BRAVO ZULU BREWING LLC","BRAVO ZULO WINERY","6060 US 31 HWY, N","WILLIAMSBURG","MI",49690,"GRAND TRAVERSE","Wine Producer",0
"MI-W-21139","A TASTE OF TIME, LLC",,"8515 N LILLEY RD","CANTON","MI",48187,"WAYNE","Wine Producer",0
"MI-W-21140","OLD NATION BREWING COMPANY, LLC",,"1500 W GRAND RIVER AVE","WILLIAMSTON","MI",48895,"INGHAM","Wine Producer",0
"MI-W-21141","HOP LOT BREWING COMPANY LLC","Hop Lot Brewing Co.","658 S WEST-BAY SHORE DR BLDG A","SUTTONS BAY","MI",49682,"LEELANAU","Wine Producer",0
"MI-W-21142","SMOKEY'S PIGOUT GRILL INC",,"280 E SANILAC RD","SANDUSKY","MI",48471,"SANILAC","Wine Producer",0
"MI-W-21144","BIERCAMP LLC","Biercamp","1643 S STATE ST","ANN ARBOR","MI",48104,,"Wine Producer",0
"MI-W-21145","LEHMAN'S ORCHARD, L.L.C.","Lehmans Orchard","204 N REDBUD TRL","BUCHANAN","MI",49107,"BERRIEN","Wine Producer",0
"MI-W-21146","MISHIGAMA CRAFT BREWING COMPANY LLC",,"124 PEARL ST STE 100","YPSILANTI","MI",48197,"WASHTENAW","Wine Producer",0
"MI-W-21147","KNAEBE'S MMMUNCHY KRUNCHY APPLE FARM AND CIDER MILL, LLC",,"2621 S KARSTEN RD","ROGERS CITY","MI",49779,,"Wine Producer",0
"MI-W-21148","WAYLAND BREWING COMPANY LLC","Openroad Brewery","128 S MAIN ST","WAYLAND","MI",49348,"ALLEGAN","Wine Producer",0
"MI-W-21150","HOMEGROWN BREWING COMPANY LLC",,"28 N WASHINGTON ST","OXFORD","MI",48371,,"Wine Producer",0
"MI-W-21151","BIER BARREL DISTILLERY LLC","Bier Distillery","5295 W RIVER DR NE STE 100","COMSTOCK PARK","MI",49321,"KENT","Wine Producer",0
"MI-W-21152","MACATAWA BREWING COMPANY, LLC","Macatawa Ale Company","102 S RIVER AVE","HOLLAND","MI",49423,,"Wine Producer",0
"MI-W-21153","STEIN BROTHERS, INC.","BrickHaven Brewing Company","200 E JEFFERSON ST","GRAND LEDGE","MI",48837,"EATON","Wine Producer",0
"MI-W-21154","THE TRI CITY BREWING COMPANY",,"4170 SHRESTHA DR","BAY CITY","MI",48706,"BAY","Wine Producer",0
"MI-W-21155","A & P VILLAGE WINERY, L.L.C.",,"210 N RAWLES","ROMEO","MI",48065,"MACOMB","Wine Producer",0
