CY_Month_Number,Year,Statistical_Group,Statistical_Category,Statistical_Detail,Count_IMs,Value,commodity,Stat_Redaction
12,2019,1-Production,0-Category Total,1-Production,6020,175924852,Wine,FALSE
12,2019,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,5839,71661228,Wine,FALSE
12,2019,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,5839,71661228,Wine,FALSE
12,2019,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,3070,9135412,Wine,FALSE
12,2019,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,201,6287698,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,7102,1256421437,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,7102,1256421437,Wine,FALSE
12,2019,01-Count of IMs,01-Count of IMs,Number of Industry Members,8413,8413,Wine,FALSE
12,2019,1-Production,1-Production,1-Low Alcohol %,5626,166514989,Wine,FALSE
12,2019,1-Production,1-Production,2-Medium and High Alcohol %,762,3771281,Wine,FALSE
12,2019,1-Production,1-Production,4-Artificially Carbonated Wine,115,292951,Wine,FALSE
12,2019,1-Production,1-Production,5-Sparkling Wine,222,911935,Wine,FALSE
12,2019,1-Production,1-Production,6-Hard Cider,682,4433697,Wine,FALSE
12,2019,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,5436,61344903,Wine,FALSE
12,2019,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,1174,1197521,Wine,FALSE
12,2019,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,327,300036,Wine,FALSE
12,2019,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,597,3092323,Wine,FALSE
12,2019,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,803,5726446,Wine,FALSE
12,2019,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,5598,69915251,Wine,FALSE
12,2019,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,592,1745977,Wine,FALSE
12,2019,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,2897,8044171,Wine,FALSE
12,2019,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,551,740315,Wine,FALSE
12,2019,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,355,82984,Wine,FALSE
12,2019,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,265,267942,Wine,FALSE
12,2019,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,169,2752145,Wine,FALSE
12,2019,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,41,3535553,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,6756,1200839074,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1817,27985941,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,87,1753831,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,309,976477,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,711,19600122,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,736,5265991,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,4338,204923704,Wine,FALSE
12,2019,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,6420,1051497733,Wine,FALSE
1,2020,1-Production,0-Category Total,1-Production,694,77378663,Wine,FALSE
1,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1065,56818272,Wine,FALSE
1,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1065,56818272,Wine,FALSE
1,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,521,9665350,Wine,FALSE
1,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,127,7503237,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1564,1205346572,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1564,1205346572,Wine,FALSE
1,2020,01-Count of IMs,01-Count of IMs,Number of Industry Members,1741,1741,Wine,FALSE
1,2020,1-Production,1-Production,1-Low Alcohol %,653,70263208,Wine,FALSE
1,2020,1-Production,1-Production,2-Medium and High Alcohol %,145,2948474,Wine,FALSE
1,2020,1-Production,1-Production,4-Artificially Carbonated Wine,13,106961,Wine,FALSE
1,2020,1-Production,1-Production,5-Sparkling Wine,24,2952145,Wine,FALSE
1,2020,1-Production,1-Production,6-Hard Cider,61,1107876,Wine,FALSE
1,2020,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1011,50999409,Wine,FALSE
1,2020,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,280,867050,Wine,FALSE
1,2020,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,86,149962,Wine,FALSE
1,2020,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,195,1956358,Wine,FALSE
1,2020,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,112,2845493,Wine,FALSE
1,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1040,54198090,Wine,FALSE
1,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,67,2620182,Wine,FALSE
1,2020,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,479,8572296,Wine,FALSE
1,2020,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,108,750650,Wine,FALSE
1,2020,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,96,121210,Wine,FALSE
1,2020,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,34,221193,Wine,FALSE
1,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,111,2816237,Wine,FALSE
1,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,28,4687001,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1501,1160750220,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,646,17905316,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,57,2449890,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,107,775847,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,299,19957003,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,141,3508296,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1084,183811164,Wine,FALSE
1,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1409,1021535409,Wine,FALSE
2,2020,1-Production,0-Category Total,1-Production,594,32676678,Wine,FALSE
2,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1058,54790940,Wine,FALSE
2,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1058,54790940,Wine,FALSE
2,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,508,9245651,Wine,FALSE
2,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,121,6714368,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1521,1174193636,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1521,1174193636,Wine,FALSE
2,2020,01-Count of IMs,01-Count of IMs,Number of Industry Members,1683,1683,Wine,FALSE
2,2020,1-Production,1-Production,1-Low Alcohol %,549,24717286,Wine,FALSE
2,2020,1-Production,1-Production,2-Medium and High Alcohol %,140,4477705,Wine,FALSE
2,2020,1-Production,1-Production,4-Artificially Carbonated Wine,16,181257,Wine,FALSE
2,2020,1-Production,1-Production,5-Sparkling Wine,25,2267616,Wine,FALSE
2,2020,1-Production,1-Production,6-Hard Cider,63,1032813,Wine,FALSE
2,2020,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,1005,49136866,Wine,FALSE
2,2020,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,283,892274,Wine,FALSE
2,2020,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,91,155804,Wine,FALSE
2,2020,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,198,1989948,Wine,FALSE
2,2020,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,109,2616048,Wine,FALSE
2,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,1035,53137174,Wine,FALSE
2,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,72,1653767,Wine,FALSE
2,2020,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,468,8181195,Wine,FALSE
2,2020,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,111,775347,Wine,FALSE
2,2020,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,,,Wine,TRUE
2,2020,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,,,Wine,TRUE
2,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,103,2514333,Wine,FALSE
2,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,30,4200035,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1459,1130464657,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,639,16275413,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,59,3741330,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,106,778344,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,296,19668822,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,137,3265071,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1070,180432615,Wine,FALSE
2,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1368,993761021,Wine,FALSE
3,2020,1-Production,0-Category Total,1-Production,1290,29876740,Wine,FALSE
3,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2416,64419541,Wine,FALSE
3,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2416,64419541,Wine,FALSE
3,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,891,11123138,Wine,FALSE
3,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,151,7499355,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,3170,1165500889,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,3170,1165500889,Wine,FALSE
3,2020,01-Count of IMs,01-Count of IMs,Number of Industry Members,3625,3625,Wine,FALSE
3,2020,1-Production,1-Production,1-Low Alcohol %,1128,22643127,Wine,FALSE
3,2020,1-Production,1-Production,2-Medium and High Alcohol %,236,1932025,Wine,FALSE
3,2020,1-Production,1-Production,4-Artificially Carbonated Wine,56,301114,Wine,FALSE
3,2020,1-Production,1-Production,5-Sparkling Wine,78,2543454,Wine,FALSE
3,2020,1-Production,1-Production,6-Hard Cider,255,2457019,Wine,FALSE
3,2020,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,2247,58130387,Wine,FALSE
3,2020,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,535,763166,Wine,FALSE
3,2020,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,196,210109,Wine,FALSE
3,2020,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,339,1727876,Wine,FALSE
3,2020,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,353,3588003,Wine,FALSE
3,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,2304,62200535,Wine,FALSE
3,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,212,2219005,Wine,FALSE
3,2020,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,832,8736661,Wine,FALSE
3,2020,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,194,2129351,Wine,FALSE
3,2020,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,164,97483,Wine,FALSE
3,2020,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,73,159643,Wine,FALSE
3,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,122,2845059,Wine,FALSE
3,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,42,4654296,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,3016,1119636314,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1107,17460838,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,72,2182480,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,199,870167,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,495,20895879,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,354,4455212,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1905,185955096,Wine,FALSE
3,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2909,979545794,Wine,FALSE
4,2020,1-Production,0-Category Total,1-Production,530,21282068,Wine,FALSE
4,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1008,56170885,Wine,FALSE
4,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1008,56170885,Wine,FALSE
4,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,427,11410354,Wine,FALSE
4,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,115,8638033,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1505,1091470003,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1505,1091470003,Wine,FALSE
4,2020,01-Count of IMs,01-Count of IMs,Number of Industry Members,1664,1664,Wine,FALSE
4,2020,1-Production,1-Production,1-Low Alcohol %,489,16125143,Wine,FALSE
4,2020,1-Production,1-Production,2-Medium and High Alcohol %,131,1787948,Wine,FALSE
4,2020,1-Production,1-Production,4-Artificially Carbonated Wine,14,182611,Wine,FALSE
4,2020,1-Production,1-Production,5-Sparkling Wine,31,2219335,Wine,FALSE
4,2020,1-Production,1-Production,6-Hard Cider,54,967032,Wine,FALSE
4,2020,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,953,51229283,Wine,FALSE
4,2020,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,234,556380,Wine,FALSE
4,2020,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,82,145777,Wine,FALSE
4,2020,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,185,1419969,Wine,FALSE
4,2020,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,101,2819475,Wine,FALSE
4,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,985,54678167,Wine,FALSE
4,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,51,1492718,Wine,FALSE
4,2020,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,395,9446678,Wine,FALSE
4,2020,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,53,1568018,Wine,FALSE
4,2020,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,61,46090,Wine,FALSE
4,2020,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,25,349569,Wine,FALSE
4,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,89,2755640,Wine,FALSE
4,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,38,5882393,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1449,1049667006,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,634,14305053,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,59,2301460,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,116,845834,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,297,21107446,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,134,3243205,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1068,181487645,Wine,FALSE
4,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1361,909982358,Wine,FALSE
5,2020,1-Production,0-Category Total,1-Production,510,16526970,Wine,FALSE
5,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1038,57754842,Wine,FALSE
5,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1038,57754842,Wine,FALSE
5,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,438,10040478,Wine,FALSE
5,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,120,7599937,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1499,1044391845,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1499,1044391845,Wine,FALSE
5,2020,01-Count of IMs,01-Count of IMs,Number of Industry Members,1655,1655,Wine,FALSE
5,2020,1-Production,1-Production,1-Low Alcohol %,473,11796833,Wine,FALSE
5,2020,1-Production,1-Production,2-Medium and High Alcohol %,138,1634413,Wine,FALSE
5,2020,1-Production,1-Production,4-Artificially Carbonated Wine,20,99132,Wine,FALSE
5,2020,1-Production,1-Production,5-Sparkling Wine,33,2086895,Wine,FALSE
5,2020,1-Production,1-Production,6-Hard Cider,49,909698,Wine,FALSE
5,2020,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,987,51530870,Wine,FALSE
5,2020,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,267,769930,Wine,FALSE
5,2020,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,92,188479,Wine,FALSE
5,2020,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,178,1753619,Wine,FALSE
5,2020,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,101,3511944,Wine,FALSE
5,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,,,Wine,TRUE
5,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,,,Wine,TRUE
5,2020,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,409,8375349,Wine,FALSE
5,2020,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,67,1325536,Wine,FALSE
5,2020,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,65,42458,Wine,FALSE
5,2020,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,22,297134,Wine,FALSE
5,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,90,2176153,Wine,FALSE
5,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,42,5423784,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,1440,1002531586,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,631,12909532,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,59,3133079,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,116,813132,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,303,21561767,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,128,3442748,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1069,184672075,Wine,FALSE
5,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,1350,859719770,Wine,FALSE
6,2020,1-Production,0-Category Total,1-Production,1137,15908403,Wine,FALSE
6,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,2380,70318511,Wine,FALSE
6,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,2380,70318511,Wine,FALSE
6,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,854,11793341,Wine,FALSE
6,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,145,9005694,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,3137,1017410713,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,3137,1017410713,Wine,FALSE
6,2020,01-Count of IMs,01-Count of IMs,Number of Industry Members,3612,3612,Wine,FALSE
6,2020,1-Production,1-Production,1-Low Alcohol %,978,8488216,Wine,FALSE
6,2020,1-Production,1-Production,2-Medium and High Alcohol %,233,1922883,Wine,FALSE
6,2020,1-Production,1-Production,4-Artificially Carbonated Wine,56,211188,Wine,FALSE
6,2020,1-Production,1-Production,5-Sparkling Wine,86,2884270,Wine,FALSE
6,2020,1-Production,1-Production,6-Hard Cider,227,2401846,Wine,FALSE
6,2020,2-Withdrawals,2-Taxable Withdrawals,1-Low Alcohol %,2214,61886656,Wine,FALSE
6,2020,2-Withdrawals,2-Taxable Withdrawals,2-Medium and High Alcohol %,536,1193639,Wine,FALSE
6,2020,2-Withdrawals,2-Taxable Withdrawals,4-Artificially Carbonated Wine,198,279994,Wine,FALSE
6,2020,2-Withdrawals,2-Taxable Withdrawals,5-Sparkling Wine,349,2053346,Wine,FALSE
6,2020,2-Withdrawals,2-Taxable Withdrawals,6-Hard Cider,356,4904875,Wine,FALSE
6,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,1-Bottled,2280,66663023,Wine,FALSE
6,2020,2-Withdrawals,2-Taxable Withdrawals by Bulk vs Bottled,2-Bulk,205,3655488,Wine,FALSE
6,2020,2-Withdrawals,3-Tax Free Withdrawals,1-Low Alcohol %,792,10588567,Wine,FALSE
6,2020,2-Withdrawals,3-Tax Free Withdrawals,2-Medium and High Alcohol %,144,864570,Wine,FALSE
6,2020,2-Withdrawals,3-Tax Free Withdrawals,4-Artificially Carbonated/Sparkling Wine,136,26021,Wine,FALSE
6,2020,2-Withdrawals,3-Tax Free Withdrawals,6-Hard Cider,62,314183,Wine,FALSE
6,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,1-Bottled Exports,117,2627636,Wine,FALSE
6,2020,2-Withdrawals,3-Tax Free Withdrawals For Export,2-Bulk Exports,36,6378059,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,1-Low Alcohol %,2985,972568954,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,2-Medium Alcohol %,1102,13150000,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,3-High Alcohol %,73,3165431,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,4-Artificially Carbonated Wine,197,910295,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,5-Sparkling Wine,508,23375684,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period,6-Hard Cider,339,4240350,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1-Bottled,1912,196242711,Wine,FALSE
6,2020,4-Stocks on Hand End-of-Period,4-Stocks on Hand End-of-Period by Bulk vs Bottled,2-Bulk,2855,821168002,Wine,FALSE
7,2020,1-Production,0-Category Total,1-Production,523,12381600,Wine,FALSE
7,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals,1086,58873205,Wine,FALSE
7,2020,2-Withdrawals,0-Category Total,2-Taxable Withdrawals by Bulk vs Bottled,1086,58873205,Wine,FALSE
7,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals,467,12952761,Wine,FALSE
7,2020,2-Withdrawals,0-Category Total,3-Tax Free Withdrawals For Export,120,9696166,Wine,FALSE
7,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period,1503,929923730,Wine,FALSE
7,2020,4-Stocks on Hand End-of-Period,0-Category Total,4-Stocks on Hand End-of-Period by Bulk vs Bottled,1503,929923730,Wine,FALSE
7,2020,01-Count of IMs,01-Count of IMs,Number of Industry Members,1674,1674,Wine,FALSE
7,2020,1-Production,1-Production,1-Low Alcohol %,481,6532582,Wine,FALSE
7,2020,1-Production,1-Production,2-Medium and High Alcohol %,122,2072785,Wine,FALSE
7,2020,1-Production,1-Production,4-Artificially Carbonated Wine,22,96048,Wine,FALSE
